Customer ID,Twitter hashtags,Social groups/likes,Social Post/month,SM check Inns/Month,Habits and Interest,Travel frequency/month
2559,,,4,0,,4
2560,,,8,5,Travelling,8
2561,Financial issues,Terriost activity,23,1,Sports,23
2562,,,24,4,,24
2563,Criminal,,16,8,,16
2564,,spritual,85,23,Gambling,85
2565,,,0,24,,0
2566,Mental health,,0,16,,0
2567,,,0,85,Books,0
2568,,,2,0,Travelling,2
2569,,Sports,4,0,shopoholic,4
2570,Health Issue,Financial issues,8,0,,8
2571,,,9,2,,9
2572,,Criminal,45,4,Travelling,45
2573,,,2,8,,2
2574,,Sports,4,9,,4
2575,Terriost activity,Financial issues,3,45,Charity,3
2576,,,78,2,,78
2577,,Criminal,1,4,,1
2578,,,1,3,Online Gaming,1
2579,,,8,78,,8
2580,,Mental health,0,1,Smoker,0
2581,Financial issues,,5,1,,5
2582,,,7,8,Outdoor Activities,7
2583,Criminal,,23,0,,23
2584,,Health Issue,0,5,,0
2585,,,5,7,,5
2586,Mental health,,1,23,Alchohol Abuse,1
2587,,,4,0,,4
2588,,,8,5,Travelling,8
2589,,,23,1,Sports,23
2590,Health Issue,Sports,24,4,,24
2591,,Financial issues,16,8,,16
2592,,,85,23,Gambling,85
2593,,Criminal,0,24,,0
2594,,,0,16,,0
2595,Terriost activity,,0,85,Books,0
2596,,Mental health,2,0,Travelling,2
2597,,,4,0,shopoholic,4
2598,,,8,0,,8
2599,,,9,2,,9
2600,,Health Issue,45,4,Travelling,45
2601,Financial issues,,2,8,,2
2602,,,4,9,,4
2603,Criminal,,3,45,Charity,3
2604,,,78,2,,78
2605,,Terriost activity,1,4,,1
2606,Mental health,,1,3,Online Gaming,1
2607,,,8,78,,8
2608,,spritual,0,1,,0
2609,,,5,1,,5
2610,Health Issue,,7,8,Smoker,7
2611,,,23,0,,23
2612,,,,5,Outdoor Activities,
2613,,Sports,,7,,
2614,,Financial issues,0,23,,0
2615,Terriost activity,,5,,,5
2616,,Criminal,1,,Alchohol Abuse,1
2617,,,4,0,,4
2618,,,8,5,Travelling,8
2619,,Mental health,23,1,Sports,23
2620,,,24,4,,24
2621,Financial issues,,16,8,,16
2622,,,85,23,Gambling,85
2623,Criminal,Health Issue,0,24,,0
2624,,,0,16,,0
2625,,,0,85,Books,0
2626,Mental health,,2,0,Travelling,2
2627,,,4,0,shopoholic,4
2628,,Terriost activity,8,0,,8
2629,,,9,2,,9
2630,Health Issue,,45,4,Travelling,45
2631,,spritual,2,8,,2
2632,,,4,9,,4
2633,,,3,45,Charity,3
2634,,,78,2,,78
2635,Terriost activity,,1,4,,1
2636,,Sports,1,3,Online Gaming,1
2637,,Financial issues,8,78,,8
2638,,,0,1,,0
2639,,Criminal,5,1,,5
2640,,,7,8,Smoker,7
2641,Financial issues,Sports,23,0,,23
2642,,Financial issues,,5,Outdoor Activities,
2643,Criminal,,0,7,,0
2644,,Criminal,5,23,,5
2645,,,1,,,1
2646,Mental health,,4,0,Alchohol Abuse,4
2647,,Mental health,8,5,,8
2648,,,23,1,Travelling,23
2649,,,24,4,Sports,24
2650,Health Issue,,16,8,,16
2651,,Health Issue,85,23,,85
2652,,,0,24,Gambling,0
2653,,,0,16,,0
2654,,,0,85,,0
2655,Terriost activity,,2,0,Books,2
2656,,Terriost activity,4,0,Travelling,4
2657,,,8,0,shopoholic,8
2658,,,9,2,,9
2659,,spritual,45,4,,45
2660,,,2,8,Travelling,2
2661,Financial issues,,4,9,,4
2662,,,3,45,,3
2663,Criminal,,78,2,Charity,78
2664,,Sports,1,4,,1
2665,,Financial issues,1,3,,1
2666,Mental health,,8,78,Online Gaming,8
2667,,Criminal,0,1,,0
2668,,,5,1,,5
2669,,,7,8,Smoker,7
2670,Health Issue,Mental health,23,0,,23
2671,,,0,5,Outdoor Activities,0
2672,,,5,7,,5
2673,,,1,23,,1
2674,,Health Issue,4,0,,4
2675,Terriost activity,,8,5,Alchohol Abuse,8
2676,,,23,1,,23
2677,,,24,4,Travelling,24
2678,,,16,8,Sports,16
2679,,Terriost activity,85,23,,85
2680,,,0,24,,0
2681,Financial issues,,0,16,Gambling,0
2682,,spritual,0,85,,0
2683,Criminal,,2,0,,2
2684,,,4,0,Books,4
2685,,,8,0,Travelling,8
2686,Mental health,,9,2,shopoholic,9
2687,,Sports,45,4,,45
2688,,Financial issues,2,8,,2
2689,,,4,9,Travelling,4
2690,Health Issue,Criminal,3,45,,3
2691,,,78,2,,78
2692,,Sports,1,4,Charity,1
2693,,Financial issues,1,3,,1
2694,,,8,78,,8
2695,Terriost activity,Criminal,0,1,Online Gaming,0
2696,,,5,1,,5
2697,,,7,8,Smoker,7
2698,,Mental health,23,0,,23
2699,,,0,5,Outdoor Activities,0
2700,,,5,7,,5
2701,Financial issues,,1,23,,1
2702,,Health Issue,4,0,,4
2703,Criminal,,8,5,Alchohol Abuse,8
2704,,,23,1,,23
2705,,,24,4,Travelling,24
2706,Mental health,,16,8,Sports,16
2707,,,85,23,,85
2708,,Sports,0,24,,0
2709,,Financial issues,0,16,Gambling,0
2710,Health Issue,,0,85,,0
2711,,Criminal,2,0,,2
2712,,,4,0,Books,4
2713,,,8,0,Travelling,8
2714,,Mental health,9,2,shopoholic,9
2715,Terriost activity,,45,4,,45
2716,,,2,8,,2
2717,,,4,9,Travelling,4
2718,,Health Issue,3,45,,3
2719,,,78,2,,78
2720,,,1,4,Charity,1
2721,Financial issues,,1,3,,1
2722,,,8,78,,8
2723,Criminal,Terriost activity,0,1,Online Gaming,0
2724,,,5,1,,5
2725,,,7,8,Smoker,7
2726,Mental health,spritual,23,0,,23
2727,,,0,5,Outdoor Activities,0
2728,,,5,7,,5
2729,,,1,23,,1
2730,Health Issue,,4,0,,4
2731,,Sports,8,5,Alchohol Abuse,8
2732,,Financial issues,23,1,,23
2733,,,24,4,Travelling,24
2734,,Criminal,16,8,Sports,16
2735,Terriost activity,,85,23,,85
2736,,,0,24,,0
2737,,Mental health,0,16,Gambling,0
2738,,,0,85,,0
2739,,,2,0,,2
2740,,,4,0,Books,4
2741,Financial issues,Health Issue,8,0,Travelling,8
2742,,,9,2,shopoholic,9
2743,Criminal,,45,4,,45
2744,,,2,8,,2
2745,,,4,9,Travelling,4
2746,Mental health,Terriost activity,3,45,,3
2747,,,78,2,,78
2748,,,1,4,Charity,1
2749,,spritual,1,3,,1
2750,Health Issue,,8,78,,8
2751,,,0,1,Online Gaming,0
2752,,,5,1,,5
2753,,,7,8,Smoker,7
2754,,Sports,23,0,,23
2755,Terriost activity,Financial issues,,5,Outdoor Activities,
2756,,,0,7,,0
2757,,Criminal,5,23,,5
2758,,,1,,,1
2759,,Sports,4,0,Alchohol Abuse,4
2760,,Financial issues,8,5,,8
2761,Financial issues,,23,1,Travelling,23
2762,,Criminal,24,4,Sports,24
2763,Criminal,,16,8,,16
2764,,,85,23,,85
2765,,Mental health,0,24,Gambling,0
2766,Mental health,,0,16,,0
2767,,,0,85,,0
2768,,,2,0,Books,2
2769,,Health Issue,4,0,Travelling,4
2770,Health Issue,,8,0,shopoholic,8
2771,,,9,2,,9
2772,,,45,4,,45
2773,,,2,8,Travelling,2
2774,,Terriost activity,4,9,,4
2775,Terriost activity,,3,45,,3
2776,,,78,2,Charity,78
2777,,spritual,1,4,,1
2778,,,1,3,,1
2779,,,8,78,Online Gaming,8
2780,,,0,1,,0
2781,Financial issues,,5,1,Smoker,5
2782,,Sports,7,8,,7
2783,Criminal,Financial issues,23,0,Outdoor Activities,23
2784,,,,5,,
2785,,Criminal,0,7,,0
2786,Mental health,,5,23,,5
2787,,,1,,Alchohol Abuse,1
2788,,Mental health,4,0,,4
2789,,,8,5,Travelling,8
2790,Health Issue,,23,1,Sports,23
2791,,,24,4,,24
2792,,Health Issue,16,8,,16
2793,,,85,23,Gambling,85
2794,,,0,24,,0
2795,Terriost activity,,0,16,,0
2796,,,0,85,Books,0
2797,,Terriost activity,2,0,Travelling,2
2798,,,4,0,shopoholic,4
2799,,,8,0,,8
2800,,spritual,9,2,,9
2801,Financial issues,,45,4,Travelling,45
2802,,,2,8,,2
2803,Criminal,,4,9,,4
2804,,,3,45,Charity,3
2805,,Sports,78,2,,78
2806,Mental health,Financial issues,1,4,,1
2807,,,1,3,Online Gaming,1
2808,,Criminal,8,78,,8
2809,,,0,1,Smoker,0
2810,Health Issue,Sports,5,1,,5
2811,,Financial issues,7,8,Outdoor Activities,7
2812,,,23,0,,23
2813,,Criminal,,5,,
2814,,,0,7,,0
2815,Terriost activity,,5,23,Alchohol Abuse,5
2816,,Mental health,1,,,1
2817,,,4,0,Travelling,4
2818,,,8,5,Sports,8
2819,,,23,1,,23
2820,,Health Issue,24,4,,24
2821,Financial issues,,16,8,Gambling,16
2822,,,85,23,,85
2823,Criminal,,0,24,,0
2824,,,0,16,Books,0
2825,,,0,85,Travelling,0
2826,Mental health,Sports,2,0,shopoholic,2
2827,,Financial issues,4,0,,4
2828,,,8,0,,8
2829,,Criminal,9,2,Travelling,9
2830,Health Issue,,45,4,,45
2831,,,2,8,,2
2832,,Mental health,4,9,Charity,4
2833,,,3,45,,3
2834,,,78,2,,78
2835,Terriost activity,,1,4,Online Gaming,1
2836,,Health Issue,1,3,,1
2837,,,8,78,,8
2838,,,0,1,,0
2839,,,5,1,Smoker,5
2840,,,7,8,,7
2841,Financial issues,Terriost activity,23,0,Outdoor Activities,23
2842,,,,5,,
2843,Criminal,,0,7,,0
2844,,spritual,5,23,,5
2845,,,1,,Alchohol Abuse,1
2846,Mental health,,4,0,,4
2847,,,8,5,Travelling,8
2848,,,23,1,Sports,23
2849,,Sports,24,4,,24
2850,Health Issue,Financial issues,16,8,,16
2851,,,85,23,Gambling,85
2852,,Criminal,0,24,,0
2853,,,0,16,,0
2854,,,0,85,Books,0
2855,Terriost activity,Mental health,2,0,Travelling,2
2856,,,4,0,shopoholic,4
2857,,,8,0,,8
2858,,,9,2,,9
2859,,Health Issue,45,4,Travelling,45
2860,,,2,8,,2
2861,Financial issues,,4,9,,4
2862,,,3,45,Charity,3
2863,Criminal,,78,2,,78
2864,,Terriost activity,1,4,,1
2865,,,1,3,Online Gaming,1
2866,Mental health,,8,78,,8
2867,,spritual,0,1,,0
2868,,,5,1,Smoker,5
2869,,,7,8,,7
2870,Health Issue,,23,0,Outdoor Activities,23
2871,,,0,5,,0
2872,,Sports,5,7,,5
2873,,Financial issues,1,23,,1
2874,,,4,0,Alchohol Abuse,4
2875,Terriost activity,Criminal,8,5,,8
2876,,,23,1,Travelling,23
2877,,Sports,24,4,Sports,24
2878,,Financial issues,16,8,,16
2879,,,85,23,,85
2880,,Criminal,0,24,Gambling,0
2881,Financial issues,,0,16,,0
2882,,,0,85,,0
2883,Criminal,Mental health,2,0,Books,2
2884,,,4,0,Travelling,4
2885,,,8,0,shopoholic,8
2886,Mental health,,9,2,,9
2887,,Health Issue,45,4,,45
2888,,,2,8,Travelling,2
2889,,,4,9,,4
2890,Health Issue,,3,45,,3
2891,,,78,2,Charity,78
2892,,Terriost activity,1,4,,1
2893,,,1,3,,1
2894,,,8,78,Online Gaming,8
2895,Terriost activity,spritual,0,1,,0
2896,,,5,1,Smoker,5
2897,,,7,8,,7
2898,,,23,0,Outdoor Activities,23
2899,,,,5,,
2900,,Sports,,7,,
2901,Financial issues,Financial issues,0,23,,0
2902,,,5,,Alchohol Abuse,5
2903,Criminal,Criminal,1,,,1
2904,,,4,0,Travelling,4
2905,,,8,5,Sports,8
2906,Mental health,Mental health,23,1,,23
2907,,,24,4,,24
2908,,,16,8,Gambling,16
2909,,,85,23,,85
2910,Health Issue,Health Issue,0,24,,0
2911,,,0,16,Books,0
2912,,,0,85,Travelling,0
2913,,,2,0,shopoholic,2
2914,,,4,0,,4
2915,Terriost activity,Terriost activity,8,0,,8
2916,,,9,2,Travelling,9
2917,,,45,4,,45
2918,,spritual,2,8,,2
2919,,,4,9,Charity,4
2920,,,3,45,,3
2921,Financial issues,,78,2,,78
2922,,,1,4,Online Gaming,1
2923,Criminal,Sports,1,3,,1
2924,,Financial issues,8,78,Smoker,8
2925,,,0,1,,0
2926,Mental health,Criminal,5,1,Outdoor Activities,5
2927,,,7,8,,7
2928,,Sports,23,0,,23
2929,,Financial issues,,5,,
2930,Health Issue,,0,7,Alchohol Abuse,0
2931,,Criminal,5,23,,5
2932,,,1,,Travelling,1
2933,,,4,0,Sports,4
2934,,Mental health,8,5,,8
2935,Terriost activity,,23,1,,23
2936,,,24,4,Gambling,24
2937,,,16,8,,16
2938,,Health Issue,85,23,,85
2939,,,0,24,Books,0
2940,,,0,16,Travelling,0
2941,Financial issues,,0,85,shopoholic,0
2942,,,2,0,,2
2943,Criminal,,4,0,,4
2944,,Sports,8,0,Travelling,8
2945,,Financial issues,9,2,,9
2946,Mental health,,45,4,,45
2947,,Criminal,2,8,Charity,2
2948,,,4,9,,4
2949,,,3,45,,3
2950,Health Issue,Mental health,78,2,Online Gaming,78
2951,,,1,4,,1
2952,,,1,3,Smoker,1
2953,,,8,78,,8
2954,,Health Issue,0,1,Outdoor Activities,0
2955,Terriost activity,,5,1,,5
2956,,,7,8,,7
2957,,,23,0,,23
2958,,,0,5,Alchohol Abuse,0
2959,,Terriost activity,5,7,,5
2960,,,1,23,Travelling,1
2961,Financial issues,,4,0,Sports,4
2962,,spritual,8,5,,8
2963,Criminal,,23,1,,23
2964,,,24,4,Gambling,24
2965,,,16,8,,16
2966,Mental health,,85,23,,85
2967,,Sports,0,24,Books,0
2968,,Financial issues,0,16,Travelling,0
2969,,,0,85,shopoholic,0
2970,Health Issue,Criminal,2,0,,2
2971,,,4,0,,4
2972,,,8,0,Travelling,8
2973,,Mental health,9,2,,9
2974,,,45,4,,45
2975,Terriost activity,,2,8,Charity,2
2976,,,4,9,,4
2977,,Health Issue,3,45,,3
2978,,,78,2,Online Gaming,78
2979,,,1,4,,1
2980,,,1,3,Smoker,1
2981,Financial issues,,8,78,,8
2982,,Terriost activity,0,1,Outdoor Activities,0
2983,Criminal,,5,1,,5
2984,,,7,8,,7
2985,,spritual,23,0,,23
2986,Mental health,,0,5,Alchohol Abuse,0
2987,,,5,7,,5
2988,,,1,23,Travelling,1
2989,,,4,0,Sports,4
2990,Health Issue,Sports,8,5,,8
2991,,Financial issues,23,1,,23
2992,,,24,4,Gambling,24
2993,,Criminal,16,8,,16
2994,,,85,23,,85
2995,Terriost activity,Sports,0,24,Books,0
2996,,Financial issues,0,16,Travelling,0
2997,,,0,85,shopoholic,0
2998,,Criminal,2,0,,2
2999,,,4,0,,4
3000,,,8,0,Travelling,8
3001,Financial issues,Mental health,9,2,,9
3002,,,45,4,,45
3003,Criminal,,2,8,Charity,2
3004,,,4,9,,4
3005,,Health Issue,3,45,,3
3006,Mental health,,78,2,Online Gaming,78
3007,,,1,4,,1
3008,,,1,3,,1
3009,,,8,78,,8
3010,Health Issue,Terriost activity,0,1,Smoker,0
3011,,,5,1,,5
3012,,,7,8,Outdoor Activities,7
3013,,spritual,23,0,,23
3014,,,0,5,,0
3015,Terriost activity,,5,7,,5
3016,,,1,23,Alchohol Abuse,1
3017,,,4,0,,4
3018,,Sports,8,5,Travelling,8
3019,,Financial issues,23,1,Sports,23
3020,,,24,4,,24
3021,Financial issues,Criminal,16,8,,16
3022,,,85,23,Gambling,85
3023,Criminal,,0,24,,0
3024,,Mental health,0,16,,0
3025,,,0,85,Books,0
3026,Mental health,,2,0,Travelling,2
3027,,,4,0,shopoholic,4
3028,,Health Issue,8,0,,8
3029,,,9,2,,9
3030,Health Issue,,45,4,Travelling,45
3031,,,2,8,,2
3032,,,4,9,,4
3033,,Terriost activity,3,45,Charity,3
3034,,,78,2,,78
3035,Terriost activity,,1,4,,1
3036,,spritual,1,3,Online Gaming,1
3037,,,8,78,,8
3038,,,0,1,,0
3039,,,5,1,,5
3040,,,7,8,Smoker,7
3041,Financial issues,Sports,23,0,,23
3042,,Financial issues,,5,Outdoor Activities,
3043,Criminal,,0,7,,0
3044,,Criminal,5,23,,5
3045,,,1,,,1
3046,Mental health,Sports,4,0,Alchohol Abuse,4
3047,,Financial issues,8,5,,8
3048,,,23,1,Travelling,23
3049,,Criminal,24,4,Sports,24
3050,Health Issue,,16,8,,16
3051,,,85,23,,85
3052,,Mental health,0,24,Gambling,0
3053,,,0,16,,0
3054,,,0,85,,0
3055,Terriost activity,,2,0,Books,2
3056,,Health Issue,4,0,Travelling,4
3057,,,8,0,shopoholic,8
3058,,,9,2,,9
3059,,,45,4,,45
3060,,,2,8,Travelling,2
3061,Financial issues,,4,9,,4
3062,,Sports,3,45,,3
3063,Criminal,Financial issues,78,2,Charity,78
3064,,,1,4,,1
3065,,Criminal,1,3,,1
3066,Mental health,,8,78,Online Gaming,8
3067,,,0,1,,0
3068,,Mental health,5,1,,5
3069,,,7,8,Smoker,7
3070,Health Issue,,23,0,,23
3071,,,,5,Outdoor Activities,
3072,,Health Issue,0,7,,0
3073,,,5,23,,5
3074,,,1,,,1
3075,Terriost activity,,4,0,Alchohol Abuse,4
3076,,,8,5,,8
3077,,Terriost activity,23,1,Travelling,23
3078,,,24,4,Sports,24
3079,,,16,8,,16
3080,,spritual,85,23,,85
3081,Financial issues,,0,24,Gambling,0
3082,,,0,16,,0
3083,Criminal,,0,85,,0
3084,,,2,0,Books,2
3085,,Sports,4,0,Travelling,4
3086,Mental health,Financial issues,8,0,shopoholic,8
3087,,,9,2,,9
3088,,Criminal,45,4,,45
3089,,,2,8,Travelling,2
3090,Health Issue,,4,9,,4
3091,,Mental health,3,45,,3
3092,,,78,2,Charity,78
3093,,,1,4,,1
3094,,,1,3,,1
3095,Terriost activity,Health Issue,8,78,Online Gaming,8
3096,,,0,1,,0
3097,,,5,1,Smoker,5
3098,,,7,8,,7
3099,,,23,0,Outdoor Activities,23
3100,,Terriost activity,,5,,
3101,Financial issues,,0,7,,0
3102,,,5,23,,5
3103,Criminal,spritual,1,,Alchohol Abuse,1
3104,,,4,0,,4
3105,,,8,5,Travelling,8
3106,Mental health,,23,1,Sports,23
3107,,,24,4,,24
3108,,Sports,16,8,,16
3109,,Financial issues,85,23,Gambling,85
3110,Health Issue,,0,24,,0
3111,,Criminal,0,16,,0
3112,,,0,85,Books,0
3113,,Sports,2,0,Travelling,2
3114,,Financial issues,4,0,shopoholic,4
3115,Terriost activity,,8,0,,8
3116,,Criminal,9,2,,9
3117,,,45,4,Travelling,45
3118,,,2,8,,2
3119,,Mental health,4,9,,4
3120,,,3,45,Charity,3
3121,Financial issues,,78,2,,78
3122,,,1,4,,1
3123,Criminal,Health Issue,1,3,Online Gaming,1
3124,,,8,78,,8
3125,,,0,1,Smoker,0
3126,Mental health,,5,1,,5
3127,,,7,8,Outdoor Activities,7
3128,,Terriost activity,23,0,,23
3129,,,,5,,
3130,Health Issue,,0,7,,0
3131,,spritual,5,23,Alchohol Abuse,5
3132,,,1,,,1
3133,,,4,0,Travelling,4
3134,,,8,5,Sports,8
3135,Terriost activity,,23,1,,23
3136,,Sports,24,4,,24
3137,,Financial issues,16,8,Gambling,16
3138,,,85,23,,85
3139,,Criminal,0,24,,0
3140,,,0,16,Books,0
3141,Financial issues,,0,85,Travelling,0
3142,,Mental health,2,0,shopoholic,2
3143,Criminal,,4,0,,4
3144,,,8,0,,8
3145,,,9,2,Travelling,9
3146,Mental health,Health Issue,45,4,,45
3147,,,2,8,,2
3148,,,4,9,Charity,4
3149,,,3,45,,3
3150,Health Issue,,78,2,,78
3151,,Terriost activity,1,4,Online Gaming,1
3152,,,1,3,,1
3153,,,8,78,Smoker,8
3154,,spritual,0,1,,0
3155,Terriost activity,,5,1,Outdoor Activities,5
3156,,,7,8,,7
3157,,,23,0,,23
3158,,,0,5,,0
3159,,Sports,5,7,Alchohol Abuse,5
3160,,Financial issues,1,23,,1
3161,Financial issues,,4,0,Travelling,4
3162,,Criminal,8,5,Sports,8
3163,Criminal,,23,1,,23
3164,,Sports,24,4,,24
3165,,Financial issues,16,8,Gambling,16
3166,Mental health,,85,23,,85
3167,,Criminal,0,24,,0
3168,,,0,16,Books,0
3169,,,0,85,Travelling,0
3170,Health Issue,Mental health,2,0,shopoholic,2
3171,,,4,0,,4
3172,,,8,0,,8
3173,,,9,2,Travelling,9
3174,,Health Issue,45,4,,45
3175,Terriost activity,,2,8,,2
3176,,,4,9,Charity,4
3177,,,3,45,,3
3178,,,78,2,,78
3179,,,1,4,Online Gaming,1
3180,,Sports,1,3,,1
3181,Financial issues,Financial issues,8,78,Smoker,8
3182,,,0,1,,0
3183,Criminal,Criminal,5,1,Outdoor Activities,5
3184,,,7,8,,7
3185,,,23,0,,23
3186,Mental health,Mental health,,5,,
3187,,,,7,Alchohol Abuse,
3188,,,0,23,,0
3189,,,5,,Travelling,5
3190,Health Issue,Health Issue,1,,Sports,1
3191,,,4,0,,4
3192,,,8,5,,8
3193,,,23,1,Gambling,23
3194,,,24,4,,24
3195,Terriost activity,Terriost activity,16,8,,16
3196,,,85,23,Books,85
3197,,,0,24,Travelling,0
3198,,spritual,0,16,shopoholic,0
3199,,,0,85,,0
3200,,,2,0,,2
3201,Financial issues,,4,0,Travelling,4
3202,,,8,0,,8
3203,Criminal,Sports,9,2,,9
3204,,Financial issues,45,4,Charity,45
3205,,,2,8,,2
3206,Mental health,Criminal,4,9,,4
3207,,,3,45,Online Gaming,3
3208,,,78,2,,78
3209,,Mental health,1,4,,1
3210,Health Issue,,1,3,,1
3211,,,8,78,Smoker,8
3212,,,0,1,,0
3213,,Health Issue,5,1,Outdoor Activities,5
3214,,,7,8,,7
3215,Terriost activity,,23,0,,23
3216,,,,5,,
3217,,,0,7,Alchohol Abuse,0
3218,,Terriost activity,5,23,,5
3219,,,1,,Travelling,1
3220,,,4,0,Sports,4
3221,Financial issues,spritual,8,5,,8
3222,,,23,1,,23
3223,Criminal,,24,4,Gambling,24
3224,,,16,8,,16
3225,,,85,23,,85
3226,Mental health,Sports,0,24,Books,0
3227,,Financial issues,0,16,Travelling,0
3228,,,0,85,shopoholic,0
3229,,Criminal,2,0,,2
3230,Health Issue,,4,0,,4
3231,,Sports,8,0,Travelling,8
3232,,Financial issues,9,2,,9
3233,,,45,4,,45
3234,,Criminal,2,8,Charity,2
3235,Terriost activity,,4,9,,4
3236,,,3,45,,3
3237,,Mental health,78,2,Online Gaming,78
3238,,,1,4,,1
3239,,,1,3,,1
3240,,,8,78,,8
3241,Financial issues,Health Issue,0,1,Smoker,0
3242,,,5,1,,5
3243,Criminal,,7,8,Outdoor Activities,7
3244,,,23,0,,23
3245,,,0,5,,0
3246,Mental health,Terriost activity,5,7,,5
3247,,,1,23,Alchohol Abuse,1
3248,,,4,0,,4
3249,,spritual,8,5,Travelling,8
3250,Health Issue,,23,1,Sports,23
3251,,,24,4,,24
3252,,,16,8,,16
3253,,,85,23,Gambling,85
3254,,Sports,0,24,,0
3255,Terriost activity,Financial issues,0,16,,0
3256,,,0,85,Books,0
3257,,Criminal,2,0,Travelling,2
3258,,,4,0,shopoholic,4
3259,,,8,0,,8
3260,,Mental health,9,2,,9
3261,Financial issues,,45,4,Travelling,45
3262,,,2,8,,2
3263,Criminal,,4,9,,4
3264,,Health Issue,3,45,Charity,3
3265,,,78,2,,78
3266,Mental health,,1,4,,1
3267,,,1,3,Online Gaming,1
3268,,,8,78,,8
3269,,Terriost activity,0,1,,0
3270,Health Issue,,5,1,Smoker,5
3271,,,7,8,,7
3272,,spritual,23,0,Outdoor Activities,23
3273,,,0,5,,0
3274,,,5,7,,5
3275,Terriost activity,,1,23,,1
3276,,,4,0,Alchohol Abuse,4
3277,,Sports,8,5,,8
3278,,Financial issues,23,1,Travelling,23
3279,,,24,4,Sports,24
3280,,Criminal,16,8,,16
3281,Financial issues,,85,23,,85
3282,,Sports,0,24,Gambling,0
3283,Criminal,Financial issues,0,16,,0
3284,,,0,85,,0
3285,,Criminal,2,0,Books,2
3286,Mental health,,4,0,Travelling,4
3287,,,8,0,shopoholic,8
3288,,Mental health,9,2,,9
3289,,,45,4,,45
3290,Health Issue,,2,8,Travelling,2
3291,,,4,9,,4
3292,,Health Issue,3,45,,3
3293,,,78,2,Charity,78
3294,,,1,4,,1
3295,Terriost activity,,1,3,,1
3296,,,8,78,Online Gaming,8
3297,,,0,1,,0
3298,,Sports,5,1,Smoker,5
3299,,Financial issues,7,8,,7
3300,,,23,0,Outdoor Activities,23
3301,Financial issues,Criminal,0,5,,0
3302,,,5,7,,5
3303,Criminal,,1,23,,1
3304,,Mental health,4,0,Alchohol Abuse,4
3305,,,8,5,,8
3306,Mental health,,23,1,Travelling,23
3307,,,24,4,Sports,24
3308,,Health Issue,16,8,,16
3309,,,85,23,,85
3310,Health Issue,,0,24,Gambling,0
3311,,,0,16,,0
3312,,,0,85,,0
3313,,Terriost activity,2,0,Books,2
3314,,,4,0,Travelling,4
3315,Terriost activity,,8,0,shopoholic,8
3316,,spritual,9,2,,9
3317,,,45,4,,45
3318,,,2,8,Travelling,2
3319,,,4,9,,4
3320,,,3,45,,3
3321,Financial issues,Sports,78,2,Charity,78
3322,,Financial issues,1,4,,1
3323,Criminal,,1,3,,1
3324,,Criminal,8,78,Online Gaming,8
3325,,,0,1,,0
3326,Mental health,,5,1,Smoker,5
3327,,Mental health,7,8,,7
3328,,,23,0,Outdoor Activities,23
3329,,,,5,,
3330,Health Issue,,0,7,,0
3331,,Health Issue,5,23,,5
3332,,,1,,Alchohol Abuse,1
3333,,,4,0,,4
3334,,,8,5,Travelling,8
3335,Terriost activity,,23,1,Sports,23
3336,,Terriost activity,24,4,,24
3337,,,16,8,,16
3338,,,85,23,Gambling,85
3339,,spritual,0,24,,0
3340,,,0,16,,0
3341,Financial issues,,0,85,Books,0
3342,,,2,0,Travelling,2
3343,Criminal,,4,0,shopoholic,4
3344,,Sports,8,0,,8
3345,,Financial issues,9,2,,9
3346,Mental health,,45,4,Travelling,45
3347,,Criminal,2,8,,2
3348,,,4,9,,4
3349,,Sports,3,45,Charity,3
3350,Health Issue,Financial issues,78,2,,78
3351,,,1,4,,1
3352,,Criminal,1,3,Online Gaming,1
3353,,,8,78,,8
3354,,,0,1,Smoker,0
3355,Terriost activity,Mental health,5,1,,5
3356,,,7,8,Outdoor Activities,7
3357,,,23,0,,23
3358,,,,5,,
3359,,Health Issue,0,7,,0
3360,,,5,23,Alchohol Abuse,5
3361,Financial issues,,1,,,1
3362,,,4,0,Travelling,4
3363,Criminal,,8,5,Sports,8
3364,,Terriost activity,23,1,,23
3365,,,24,4,,24
3366,Mental health,,16,8,Gambling,16
3367,,spritual,85,23,,85
3368,,,0,24,,0
3369,,,0,16,Books,0
3370,Health Issue,,0,85,Travelling,0
3371,,,2,0,shopoholic,2
3372,,Sports,4,0,,4
3373,,Financial issues,8,0,,8
3374,,,9,2,Travelling,9
3375,Terriost activity,Criminal,45,4,,45
3376,,,2,8,,2
3377,,,4,9,Charity,4
3378,,Mental health,3,45,,3
3379,,,78,2,,78
3380,,,1,4,Online Gaming,1
3381,Financial issues,,1,3,,1
3382,,Health Issue,8,78,Smoker,8
3383,Criminal,,0,1,,0
3384,,,5,1,Outdoor Activities,5
3385,,,7,8,,7
3386,Mental health,,23,0,,23
3387,,Terriost activity,,5,,
3388,,,0,7,Alchohol Abuse,0
3389,,,5,23,,5
3390,Health Issue,spritual,1,,Travelling,1
3391,,,4,0,Sports,4
3392,,,8,5,,8
3393,,,23,1,,23
3394,,,24,4,Gambling,24
3395,Terriost activity,Sports,16,8,,16
3396,,Financial issues,85,23,,85
3397,,,0,24,Books,0
3398,,Criminal,0,16,Travelling,0
3399,,,0,85,shopoholic,0
3400,,Sports,2,0,,2
3401,Financial issues,Financial issues,4,0,,4
3402,,,8,0,Travelling,8
3403,Criminal,Criminal,9,2,,9
