customer_id,Education,EducationField,JobRole,JobSatisfaction,MonthlyIncome,PerformanceRating,Achievement,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,MaritalStatus,DailySteps(*1000),SleepHours,DailyShouting,TimeForPassion,PlacesVisited,SocialNetwork,Smoking,Alcohol
1047,Bachelor,Life Sciences,Research Scientist,2,3420,3,5,6,5,2,Single,3,6,4,3,5,10,current smoker,drink a lot
1048,Bachelor,Medical,Sales Executive,1,4373,3,0,5,4,3,Married,5,8,2,1,3,6,current smoker,never
1049,Bachelor,Other,Sales Executive,1,4759,3,2,15,13,9,Single,10,8,4,8,10,10,current smoker,drink a lot
1050,Below College,Life Sciences,Sales Executive,3,5301,3,5,4,2,1,Married,5,7,1,1,10,10,current smoker,drink a lot
1051,College,Medical,Laboratory Technician,4,3673,3,4,12,12,9,Single,8,7,0,5,7,5,current smoker,social drinker
1052,Doctor,Marketing,Sales Executive,3,4768,3,4,11,1,0,Married,2,7,3,6,7,3,current smoker,social drinker
1053,Bachelor,Technical Degree,Research Scientist,3,1274,3,3,1,1,0,Divorced,5,7,1,3,5,2,current smoker,drink a lot
1054,College,Life Sciences,Research Scientist,3,4900,4,4,13,12,9,Married,4,6,2,5,9,8,current smoker,social drinker
1055,Master,Life Sciences,Healthcare Representative,2,10466,3,3,29,8,7,Divorced,7,7,0,8,10,10,current smoker,drink a lot
1056,Bachelor,Medical,Research Director,1,17007,3,1,16,14,8,Divorced,7,7,1,7,10,10,current smoker,drink a lot
1057,Bachelor,Technical Degree,Sales Representative,3,2909,3,3,5,3,2,Married,7,8,1,1,9,4,current smoker,never
1058,Bachelor,Technical Degree,Sales Executive,2,5765,3,9,7,5,3,Single,10,8,0,8,5,7,current smoker,drink a lot
1059,Master,Medical,Sales Executive,2,4599,4,2,16,15,9,Single,5,7,3,0,3,10,current smoker,drink a lot
1060,Below College,Life Sciences,Sales Representative,3,2404,3,2,1,1,0,Married,10,7,3,5,1,10,current smoker,drink a lot
1061,Bachelor,Medical,Laboratory Technician,1,3172,3,4,4,0,0,Single,6,5,6,7,3,5,current smoker,social drinker
1062,College,Life Sciences,Sales Representative,2,2033,3,10,1,1,0,Married,2,8,6,10,10,10,current smoker,never
1063,Below College,Medical,Manufacturing Director,3,10209,3,5,16,2,2,Single,3,8,5,5,10,10,current smoker,drink a lot
1064,Bachelor,Life Sciences,Sales Executive,3,8620,3,5,10,10,7,Divorced,7,7,4,5,10,3,current smoker,social drinker
1065,Bachelor,Life Sciences,Human Resources,3,2064,4,3,6,5,3,Divorced,4,8,10,4,3,10,current smoker,never
1066,Master,Life Sciences,Healthcare Representative,3,4035,3,3,4,3,2,Married,3,8,1,9,5,10,current smoker,never
1067,Master,Medical,Laboratory Technician,2,3838,3,3,8,5,4,Married,4,8,5,2,2,1,current smoker,social drinker
1068,Bachelor,Medical,Sales Executive,3,4591,3,5,11,5,4,Married,10,7,1,6,5,10,current smoker,social drinker
1069,College,Medical,Laboratory Technician,1,2561,3,1,8,0,0,Single,2,8,1,5,3,6,current smoker,drink a lot
1070,Bachelor,Life Sciences,Research Scientist,3,1563,3,3,1,1,0,Divorced,4,7,1,0,0,10,current smoker,social drinker
1071,Bachelor,Life Sciences,Sales Executive,1,4898,3,1,5,4,2,Single,6,8,10,0,2,8,current smoker,social drinker
1072,College,Medical,Laboratory Technician,1,4789,4,9,10,3,2,Married,8,7,4,10,5,7,current smoker,drink a lot
1073,Below College,Life Sciences,Laboratory Technician,2,3180,3,7,4,3,2,Married,10,6,0,5,10,6,current smoker,drink a lot
1074,Below College,Life Sciences,Manufacturing Director,2,6549,3,7,8,8,6,Married,4,6,2,6,7,3,current smoker,never
1075,Doctor,Life Sciences,Healthcare Representative,3,6388,3,4,14,0,0,Single,6,7,4,5,6,5,current smoker,never
1076,Bachelor,Medical,Manager,4,11244,4,5,10,5,2,Single,4,6,0,3,2,2,current smoker,never
1077,Master,Medical,Manager,4,16032,4,2,26,14,9,Divorced,6,8,0,1,10,4,current smoker,never
1078,Master,Technical Degree,Research Scientist,1,2362,3,5,11,9,7,Single,8,7,3,7,10,10,current smoker,drink a lot
1079,Bachelor,Life Sciences,Research Director,1,16328,3,7,24,20,6,Married,5,8,2,2,1,3,current smoker,drink a lot
1080,Bachelor,Life Sciences,Manufacturing Director,2,8376,3,1,9,2,0,Single,10,7,10,0,2,5,current smoker,drink a lot
1081,Bachelor,Life Sciences,Manager,2,16606,3,10,23,13,12,Married,10,5,5,5,5,10,current smoker,never
1082,Bachelor,Life Sciences,Healthcare Representative,2,8606,3,7,11,11,8,Single,8,6,1,7,8,10,current smoker,social drinker
1083,Below College,Life Sciences,Laboratory Technician,3,2272,3,1,5,4,3,Single,8,10,2,2,10,10,current smoker,never
1084,Master,Life Sciences,Laboratory Technician,1,2018,3,10,15,5,4,Single,9,6,1,8,10,10,former smoker,never
1085,Bachelor,Technical Degree,Sales Executive,3,7083,3,5,10,10,9,Married,2,7,3,2,4,4,former smoker,social drinker
1086,Bachelor,Life Sciences,Research Scientist,3,4084,3,3,7,7,2,Single,2,7,0,2,4,4,former smoker,drink a lot
1087,Doctor,Medical,Research Director,4,14411,3,3,32,32,6,Single,7,7,1,6,10,3,former smoker,never
1088,College,Technical Degree,Sales Representative,3,2308,4,7,12,11,10,Married,5,7,10,8,6,10,former smoker,social drinker
1089,Bachelor,Medical,Laboratory Technician,2,4841,3,10,4,1,0,Married,5,7,10,9,3,0,former smoker,social drinker
1090,Bachelor,Medical,Research Scientist,4,4285,3,4,10,10,8,Married,2,7,4,6,8,10,former smoker,social drinker
1091,Below College,Other,Healthcare Representative,1,9715,3,8,9,7,7,Married,5,8,6,7,7,9,former smoker,social drinker
1092,Bachelor,Life Sciences,Manufacturing Director,2,4320,3,9,5,5,3,Single,9,8,2,5,10,10,former smoker,social drinker
1093,Bachelor,Technical Degree,Research Scientist,4,2132,4,1,8,5,4,Married,4,7,4,1,10,10,former smoker,drink a lot
1094,Bachelor,Life Sciences,Healthcare Representative,4,10124,3,3,24,20,8,Married,6,7,1,7,4,5,former smoker,never
1095,College,Medical,Sales Executive,1,5473,3,3,9,8,4,Married,7,8,1,10,10,8,former smoker,social drinker
1096,Master,Life Sciences,Laboratory Technician,3,5207,3,3,15,15,14,Married,4,8,10,4,3,10,former smoker,never
1097,College,Medical,Manager,4,16437,4,2,21,21,7,Single,10,8,0,6,2,6,former smoker,never
1098,College,Technical Degree,Laboratory Technician,1,2296,3,3,2,1,1,Divorced,5,7,0,8,1,9,former smoker,drink a lot
1099,College,Life Sciences,Healthcare Representative,4,4069,3,6,8,2,2,Divorced,7,5,2,0,1,10,former smoker,social drinker
1100,Master,Technical Degree,Healthcare Representative,2,7441,3,5,10,10,8,Divorced,6,6,5,2,10,4,former smoker,social drinker
1101,Master,Life Sciences,Sales Representative,3,2430,4,3,6,5,3,Married,3,7,3,2,5,4,former smoker,never
1102,College,Life Sciences,Research Scientist,2,5878,3,10,12,7,1,Married,3,7,1,2,5,6,former smoker,drink a lot
1103,Master,Life Sciences,Sales Representative,4,2644,4,10,7,3,2,Single,10,7,2,3,10,10,former smoker,drink a lot
1104,Master,Life Sciences,Sales Executive,3,6439,3,4,18,8,7,Divorced,2,8,10,1,3,2,former smoker,social drinker
1105,Bachelor,Life Sciences,Research Scientist,3,2451,3,2,5,1,0,Married,1,6,0,2,10,5,former smoker,never
1106,Master,Life Sciences,Sales Executive,1,6392,3,1,8,2,2,Married,4,8,1,2,6,3,former smoker,drink a lot
1107,Bachelor,Life Sciences,Sales Executive,1,9714,3,2,10,10,8,Married,10,8,0,6,2,6,former smoker,social drinker
1108,Master,Human Resources,Human Resources,3,6077,3,0,10,6,3,Married,1,9,0,0,0,1,former smoker,social drinker
1109,Bachelor,Medical,Laboratory Technician,1,2450,3,3,3,3,0,Single,1,6,5,1,2,4,former smoker,drink a lot
1110,Master,Technical Degree,Sales Executive,2,9250,3,4,9,4,2,Married,1,5,3,8,5,10,former smoker,drink a lot
1111,Bachelor,Life Sciences,Laboratory Technician,1,2074,3,3,1,1,0,Divorced,5,8,5,1,5,4,former smoker,social drinker
1112,Doctor,Technical Degree,Manufacturing Director,4,10169,3,2,34,33,7,Married,2,8,2,4,2,4,former smoker,social drinker
1113,Bachelor,Medical,Manufacturing Director,2,4855,3,2,7,5,2,Married,2,8,10,3,4,6,former smoker,never
1114,Master,Technical Degree,Research Scientist,1,4087,3,1,9,6,5,Married,1,9,2,1,1,2,former smoker,drink a lot
1115,Master,Other,Research Scientist,1,2367,3,4,10,8,2,Married,3,5,10,2,10,6,former smoker,drink a lot
1116,Master,Medical,Research Scientist,4,2972,3,3,1,1,0,Single,7,10,3,1,6,4,former smoker,never
1117,Doctor,Marketing,Manager,4,19586,4,4,36,36,6,Married,1,7,5,1,10,10,former smoker,never
1118,Master,Life Sciences,Research Scientist,4,5484,3,3,9,2,2,Married,10,10,3,8,10,8,former smoker,never
1119,Bachelor,Life Sciences,Research Scientist,4,2061,4,5,1,1,0,Married,8,8,7,4,10,4,former smoker,drink a lot
1120,Bachelor,Life Sciences,Sales Executive,2,9924,3,3,10,9,8,Married,10,10,4,8,10,10,former smoker,never
1121,Bachelor,Life Sciences,Sales Executive,2,4198,3,2,8,3,2,Single,6,6,1,3,4,5,former smoker,social drinker
1122,Master,Life Sciences,Sales Executive,3,6815,3,2,15,1,0,Single,3,9,5,2,1,5,former smoker,never
1123,Below College,Medical,Laboratory Technician,1,4723,3,1,10,10,9,Single,5,4,10,1,0,2,former smoker,drink a lot
1124,Master,Medical,Healthcare Representative,3,6142,3,9,10,5,2,Single,9,7,4,4,10,6,former smoker,social drinker
1125,Bachelor,Medical,Sales Executive,3,8237,3,3,11,7,6,Married,10,8,1,1,10,10,former smoker,social drinker
1126,Below College,Life Sciences,Healthcare Representative,4,8853,3,5,6,6,4,Divorced,2,7,0,10,2,5,former smoker,social drinker
1127,Bachelor,Marketing,Manager,3,19331,3,10,27,1,0,Married,10,8,8,9,6,10,former smoker,drink a lot
1128,Bachelor,Technical Degree,Research Scientist,3,2073,3,3,4,2,2,Married,10,10,2,8,10,8,former smoker,social drinker
1129,Master,Life Sciences,Laboratory Technician,1,5562,3,2,9,3,2,Married,5,6,9,1,9,8,former smoker,never
1130,College,Other,Manager,4,19613,4,10,24,1,0,Single,8,9,1,2,3,9,former smoker,social drinker
1131,Bachelor,Life Sciences,Laboratory Technician,3,3407,3,1,10,10,9,Married,7,10,2,0,3,3,former smoker,social drinker
1132,Master,Technical Degree,Healthcare Representative,3,5063,3,2,8,8,2,Married,1,5,9,1,7,2,former smoker,social drinker
1133,College,Life Sciences,Sales Executive,1,4639,3,1,5,5,4,Married,2,8,0,0,2,3,tried smoking,drink a lot
1134,Bachelor,Technical Degree,Laboratory Technician,2,4876,3,1,8,6,4,Divorced,2,6,7,2,1,1,tried smoking,social drinker
1135,College,Life Sciences,Laboratory Technician,4,2690,3,4,1,1,0,Married,9,9,1,3,7,2,tried smoking,social drinker
1136,Master,Life Sciences,Manager,1,17567,3,8,27,26,0,Single,8,7,7,10,2,5,tried smoking,drink a lot
1137,Bachelor,Medical,Laboratory Technician,2,2408,3,3,1,1,1,Married,4,7,10,0,1,3,tried smoking,drink a lot
1138,College,Other,Research Scientist,3,2814,3,0,4,4,2,Married,8,7,2,1,10,10,tried smoking,social drinker
1139,Doctor,Medical,Healthcare Representative,3,11245,3,0,32,30,8,Married,8,7,2,1,10,10,tried smoking,drink a lot
1140,Master,Other,Research Scientist,4,3312,3,1,6,3,2,Married,4,8,0,0,7,3,tried smoking,social drinker
1141,Bachelor,Medical,Research Director,4,19049,3,4,23,22,7,Divorced,4,6,3,4,3,7,tried smoking,social drinker
1142,Bachelor,Medical,Research Scientist,2,2141,3,5,6,6,4,Married,7,8,1,4,10,8,tried smoking,drink a lot
1143,Doctor,Medical,Laboratory Technician,1,5769,3,5,10,10,7,Single,7,8,1,4,10,8,tried smoking,social drinker
1144,Bachelor,Marketing,Sales Executive,1,4385,3,7,10,10,7,Married,7,8,1,4,10,8,tried smoking,never
1145,Master,Other,Sales Executive,1,5332,3,3,10,5,2,Single,10,7,1,2,10,4,tried smoking,social drinker
1146,Master,Life Sciences,Manufacturing Director,3,4663,3,2,7,3,2,Married,10,7,0,3,8,5,tried smoking,never
1147,Master,Life Sciences,Manufacturing Director,4,4724,3,4,9,9,7,Divorced,3,7,0,0,10,10,tried smoking,social drinker
1148,Master,Life Sciences,Laboratory Technician,1,3211,3,4,10,9,6,Married,7,7,3,4,3,7,tried smoking,social drinker
1149,Doctor,Medical,Manufacturing Director,1,5377,3,0,10,7,7,Married,1,6,3,1,0,2,tried smoking,never
1150,Bachelor,Other,Laboratory Technician,1,4066,3,10,7,7,7,Divorced,10,8,1,6,4,10,tried smoking,never
1151,Doctor,Life Sciences,Research Scientist,1,5208,3,8,16,16,15,Married,7,7,2,10,8,10,tried smoking,drink a lot
1152,Bachelor,Medical,Manufacturing Director,1,4877,4,3,6,5,3,Divorced,3,5,3,2,2,2,tried smoking,social drinker
1153,Below College,Medical,Research Scientist,4,3117,3,0,3,2,2,Single,4,5,10,0,3,10,tried smoking,never
1154,College,Medical,Sales Representative,4,1569,3,4,0,0,0,Single,4,8,5,2,0,3,tried smoking,social drinker
1155,Master,Life Sciences,Manager,3,19658,3,5,27,5,2,Married,10,10,2,8,10,8,tried smoking,social drinker
1156,College,Medical,Laboratory Technician,3,3069,3,10,11,10,8,Divorced,10,8,1,6,5,10,tried smoking,drink a lot
1157,Bachelor,Life Sciences,Manufacturing Director,3,10435,3,3,18,18,15,Married,4,4,5,2,3,3,tried smoking,drink a lot
1158,Master,Life Sciences,Healthcare Representative,3,4148,3,5,15,14,11,Married,3,7,0,1,5,4,tried smoking,social drinker
1159,Bachelor,Life Sciences,Manufacturing Director,3,5768,3,1,9,4,3,Married,2,7,0,3,0,3,tried smoking,drink a lot
1160,Bachelor,Medical,Manufacturing Director,3,5042,3,4,10,9,2,Single,3,7,1,2,10,10,tried smoking,social drinker
1161,College,Other,Manufacturing Director,4,5770,3,4,10,10,7,Divorced,2,7,4,6,8,10,tried smoking,social drinker
1162,College,Medical,Manufacturing Director,3,7756,3,1,10,5,4,Married,6,7,2,6,10,8,tried smoking,drink a lot
1163,Bachelor,Medical,Sales Executive,1,10306,3,1,15,13,12,Married,6,7,2,6,10,8,tried smoking,drink a lot
1164,Bachelor,Medical,Research Scientist,2,3936,3,1,8,8,4,Married,6,7,2,6,10,8,tried smoking,drink a lot
1165,Bachelor,Life Sciences,Manufacturing Director,4,7945,3,6,18,4,2,Single,3,10,4,4,3,3,tried smoking,never
1166,Doctor,Human Resources,Human Resources,4,5743,3,0,14,10,7,Married,10,4,10,0,0,1,tried smoking,drink a lot
1167,Doctor,Medical,Manager,4,15202,4,2,23,2,2,Married,6,7,2,6,10,8,tried smoking,drink a lot
1168,College,Medical,Sales Executive,4,5440,3,2,7,2,2,Divorced,6,7,2,6,10,8,tried smoking,social drinker
1169,Below College,Technical Degree,Research Scientist,4,3760,3,4,6,6,3,Single,3,6,1,1,4,10,tried smoking,never
1170,Bachelor,Medical,Research Scientist,3,3517,3,4,5,3,2,Married,7,8,6,3,4,3,tried smoking,never
1171,Bachelor,Medical,Research Scientist,4,2580,3,1,6,4,2,Single,8,7,2,5,10,3,tried smoking,never
1172,Bachelor,Life Sciences,Laboratory Technician,1,2166,3,10,10,4,2,Single,2,7,0,9,2,6,tried smoking,social drinker
1173,Bachelor,Medical,Sales Executive,3,5869,3,3,8,5,2,Single,2,6,1,1,3,10,tried smoking,social drinker
1174,Master,Life Sciences,Healthcare Representative,1,8008,3,3,9,3,2,Married,2,6,1,1,3,10,tried smoking,never
1175,Below College,Life Sciences,Manufacturing Director,3,5206,3,10,7,7,7,Divorced,2,7,1,6,10,8,tried smoking,drink a lot
1176,Bachelor,Medical,Manufacturing Director,2,5295,4,7,7,5,4,Married,6,7,4,6,6,4,tried smoking,drink a lot
1177,Master,Other,Research Director,2,16413,3,3,27,4,2,Married,10,7,10,2,10,3,tried smoking,drink a lot
1178,Doctor,Life Sciences,Research Director,1,13269,3,1,19,14,11,Divorced,10,8,2,0,10,8,tried smoking,drink a lot
1179,Bachelor,Medical,Sales Representative,3,2783,3,5,2,2,2,Single,4,6,0,1,2,3,tried smoking,never
1180,Bachelor,Life Sciences,Research Scientist,2,5433,3,10,11,11,8,Divorced,10,10,10,10,10,10,tried smoking,drink a lot
1181,Bachelor,Life Sciences,Laboratory Technician,2,2013,3,10,15,4,3,Single,10,10,10,10,10,10,tried smoking,drink a lot
1182,Below College,Life Sciences,Healthcare Representative,3,13966,3,10,30,15,11,Married,10,10,10,10,10,10,tried smoking,never
1183,Master,Medical,Manufacturing Director,3,4374,3,8,4,3,2,Married,3,6,4,6,2,8,tried smoking,social drinker
1184,College,Life Sciences,Healthcare Representative,1,6842,4,1,13,5,4,Divorced,2,7,7,1,10,6,tried smoking,social drinker
1185,Doctor,Medical,Manager,3,17426,4,10,36,10,8,Married,9,7,2,8,9,10,tried smoking,drink a lot
1186,College,Life Sciences,Research Director,3,17603,4,0,14,14,10,Married,2,7,0,0,0,10,tried smoking,never
1187,Master,Other,Sales Executive,4,4581,4,3,13,11,9,Single,10,7,10,2,10,3,tried smoking,social drinker
1188,Bachelor,Life Sciences,Research Scientist,4,4735,3,1,19,13,11,Married,10,8,2,0,10,8,tried smoking,social drinker
1189,Bachelor,Medical,Sales Executive,2,4187,3,4,10,10,0,Divorced,9,6,7,4,10,8,tried smoking,social drinker
1190,Master,Medical,Sales Executive,4,5505,3,0,6,6,2,Divorced,5,7,2,0,5,4,tried smoking,never
1191,Bachelor,Medical,Research Scientist,2,5470,3,5,10,9,5,Divorced,4,8,3,3,1,3,tried smoking,social drinker
1192,Master,Life Sciences,Sales Executive,4,5476,3,7,10,10,0,Married,10,6,1,5,7,10,tried smoking,social drinker
1193,Bachelor,Medical,Laboratory Technician,1,2587,3,3,17,2,2,Divorced,7,7,1,3,5,6,tried smoking,never
1194,Bachelor,Medical,Laboratory Technician,2,2440,4,3,4,4,3,Single,3,8,2,4,7,10,tried smoking,never
1195,Master,Life Sciences,Manager,2,15972,3,3,29,3,2,Divorced,4,7,2,2,8,5,tried smoking,drink a lot
1196,Bachelor,Life Sciences,Manager,3,15379,3,3,23,8,7,Single,3,6,5,3,5,10,tried smoking,drink a lot
1197,College,Life Sciences,Sales Executive,3,7082,3,2,21,2,0,Single,8,7,7,10,3,10,tried smoking,drink a lot
1198,Below College,Life Sciences,Sales Representative,1,2728,3,4,2,2,2,Single,6,6,8,3,6,4,tried smoking,never
1199,Bachelor,Life Sciences,Sales Executive,4,5368,4,1,7,6,5,Divorced,8,8,2,1,10,8,tried smoking,never
1200,Master,Life Sciences,Healthcare Representative,3,5347,3,1,10,3,2,Married,10,6,0,1,0,5,tried smoking,drink a lot
1201,Bachelor,Life Sciences,Human Resources,4,3195,3,2,8,2,2,Divorced,5,8,10,2,1,3,tried smoking,drink a lot
1202,Below College,Medical,Laboratory Technician,3,3989,3,7,5,5,4,Single,8,8,2,0,10,8,tried smoking,drink a lot
1203,College,Medical,Laboratory Technician,3,3306,3,2,7,0,0,Married,3,8,5,3,5,5,tried smoking,drink a lot
1204,Master,Medical,Healthcare Representative,4,7005,3,0,11,4,3,Married,2,4,10,0,0,1,tried smoking,social drinker
1205,College,Medical,Sales Representative,3,2655,3,0,19,9,7,Married,2,4,10,0,0,1,tried smoking,drink a lot
1206,Master,Life Sciences,Laboratory Technician,2,1393,3,4,1,1,0,Single,5,8,3,2,1,5,tried smoking,social drinker
1207,Bachelor,Medical,Laboratory Technician,4,2570,4,6,7,7,7,Single,7,7,1,1,10,10,tried smoking,drink a lot
1208,Bachelor,Technical Degree,Research Scientist,2,3537,3,5,8,4,2,Divorced,3,7,1,1,4,6,tried smoking,never
1209,College,Medical,Laboratory Technician,4,3986,3,5,15,15,10,Married,3,7,1,1,4,6,tried smoking,social drinker
1210,Master,Medical,Healthcare Representative,4,10883,4,5,19,1,0,Divorced,10,7,1,5,5,10,tried smoking,never
1211,Bachelor,Medical,Laboratory Technician,2,2028,3,3,14,14,11,Married,10,7,1,1,6,10,tried smoking,never
1212,Master,Medical,Sales Executive,4,9525,3,5,6,6,3,Divorced,5,5,1,2,10,7,tried smoking,drink a lot
1213,Bachelor,Life Sciences,Research Scientist,4,2929,3,5,10,10,9,Married,7,8,1,5,2,4,tried smoking,drink a lot
1214,Bachelor,Life Sciences,Sales Representative,4,2275,4,8,3,3,2,Divorced,9,8,3,0,10,10,tried smoking,social drinker
1215,Bachelor,Life Sciences,Healthcare Representative,4,7879,3,2,9,8,7,Married,4,6,1,2,4,7,tried smoking,drink a lot
1216,Master,Medical,Research Scientist,4,4930,3,2,6,5,4,Single,10,8,2,8,10,6,tried smoking,social drinker
1217,Bachelor,Medical,Sales Executive,4,7847,3,3,10,10,9,Married,10,8,10,10,6,10,tried smoking,never
1218,Bachelor,Medical,Research Scientist,3,4401,3,4,5,5,3,Married,9,7,1,2,10,10,tried smoking,drink a lot
1219,Bachelor,Marketing,Sales Executive,3,9241,3,5,10,10,8,Single,5,6,0,5,10,8,tried smoking,social drinker
1220,Master,Medical,Laboratory Technician,3,2974,3,10,9,5,3,Married,10,8,2,8,10,10,tried smoking,drink a lot
1221,Master,Life Sciences,Sales Representative,4,4502,3,10,17,13,7,Single,10,10,0,10,10,10,tried smoking,social drinker
1222,Below College,Life Sciences,Healthcare Representative,3,10748,4,4,25,23,15,Married,5,6,5,8,0,10,tried smoking,drink a lot
1223,Below College,Human Resources,Human Resources,3,1555,3,8,1,1,0,Married,8,8,2,6,10,9,tried smoking,never
1224,Bachelor,Life Sciences,Sales Executive,3,12936,3,1,25,23,5,Married,6,7,5,2,10,2,tried smoking,social drinker
1225,Master,Medical,Laboratory Technician,3,2305,3,8,3,3,2,Married,1,10,4,4,7,4,tried smoking,social drinker
1226,College,Technical Degree,Research Director,2,16704,3,6,21,21,6,Single,1,8,10,0,8,3,tried smoking,drink a lot
1227,Bachelor,Life Sciences,Research Scientist,3,3433,3,2,10,5,2,Married,1,7,8,0,6,2,tried smoking,never
1228,Master,Life Sciences,Laboratory Technician,3,3477,3,5,6,5,2,Married,7,8,4,2,7,1,tried smoking,never
1229,Bachelor,Human Resources,Human Resources,2,6430,3,2,10,3,2,Married,10,7,1,10,10,0,tried smoking,social drinker
1230,College,Life Sciences,Manufacturing Director,1,6516,3,0,18,1,0,Married,2,7,2,0,2,5,tried smoking,never
1231,Below College,Medical,Laboratory Technician,1,3907,3,4,6,6,2,Divorced,2,7,4,6,8,10,tried smoking,never
1232,Master,Life Sciences,Healthcare Representative,2,5562,3,3,19,10,7,Single,3,7,3,7,8,4,tried smoking,social drinker
1233,Master,Life Sciences,Manufacturing Director,3,6883,3,2,17,7,7,Married,5,8,1,1,9,8,tried smoking,never
1234,Below College,Life Sciences,Research Scientist,4,2862,3,5,10,10,0,Married,8,9,5,0,5,10,tried smoking,drink a lot
1235,Master,Marketing,Sales Executive,2,4978,3,7,4,1,0,Married,4,7,3,4,10,5,tried smoking,social drinker
1236,Bachelor,Life Sciences,Sales Executive,4,10368,3,2,13,10,6,Divorced,4,8,0,6,5,3,tried smoking,drink a lot
1237,Doctor,Marketing,Sales Executive,1,6134,3,3,16,2,2,Divorced,6,8,0,5,3,1,tried smoking,drink a lot
1238,College,Life Sciences,Sales Executive,2,6735,3,6,10,0,0,Single,8,6,4,3,7,10,tried smoking,never
1239,Below College,Medical,Laboratory Technician,2,3295,3,5,3,3,2,Single,7,5,2,1,7,10,tried smoking,drink a lot
1240,Below College,Technical Degree,Manufacturing Director,4,5238,4,4,9,5,4,Single,5,6,5,6,3,4,tried smoking,drink a lot
1241,Bachelor,Life Sciences,Laboratory Technician,4,6472,3,2,9,9,8,Married,10,7,3,1,2,10,tried smoking,never
1242,Bachelor,Life Sciences,Sales Executive,3,9610,3,4,10,4,3,Married,10,8,3,3,3,10,current smoker,social drinker
1243,Master,Medical,Manager,2,19833,3,9,21,21,8,Single,8,8,1,10,10,4,never smoked,drink a lot
1244,Bachelor,Life Sciences,Human Resources,3,9756,4,6,9,5,0,Married,5,6,5,3,6,8,current smoker,social drinker
1245,Master,Technical Degree,Research Scientist,1,4968,3,1,10,9,7,Single,1,10,10,1,3,1,tried smoking,drink a lot
1246,Bachelor,Medical,Human Resources,4,2145,3,6,3,2,2,Married,10,8,0,10,8,5,never smoked,social drinker
1247,Bachelor,Human Resources,Human Resources,4,2180,3,4,6,4,2,Divorced,9,7,6,1,3,8,former smoker,drink a lot
1248,Bachelor,Technical Degree,Sales Executive,3,8346,3,3,6,5,2,Married,2,7,2,1,7,10,tried smoking,drink a lot
1249,Bachelor,Medical,Research Scientist,4,3445,3,3,6,6,2,Single,2,8,2,1,1,6,tried smoking,drink a lot
1250,Bachelor,Marketing,Sales Representative,2,2760,3,1,2,2,2,Single,5,8,5,5,5,8,never smoked,drink a lot
1251,Bachelor,Life Sciences,Healthcare Representative,3,6294,3,2,10,3,2,Single,8,8,1,2,5,10,tried smoking,social drinker
1252,College,Marketing,Sales Executive,1,7140,3,1,12,7,7,Divorced,3,8,2,2,3,8,never smoked,social drinker
1253,Master,Medical,Research Scientist,4,2932,3,4,6,5,0,Married,10,7,1,2,10,4,current smoker,social drinker
1254,Bachelor,Marketing,Sales Executive,2,5147,3,4,13,11,7,Single,7,6,8,1,6,10,never smoked,social drinker
1255,Master,Marketing,Sales Executive,4,4507,3,8,8,5,1,Single,10,7,5,7,5,8,former smoker,never
1256,Bachelor,Life Sciences,Sales Executive,1,8564,4,3,11,0,0,Single,9,9,1,3,10,10,former smoker,never
1257,College,Medical,Laboratory Technician,2,2468,3,0,9,6,1,Married,2,8,2,0,3,3,tried smoking,social drinker
1258,Master,Marketing,Sales Executive,3,8161,3,5,10,1,0,Married,5,7,2,3,3,10,never smoked,never
1259,Bachelor,Technical Degree,Research Scientist,1,2109,3,6,1,1,0,Divorced,10,7,1,4,8,7,tried smoking,never
1260,Bachelor,Life Sciences,Healthcare Representative,3,5294,3,5,10,7,0,Married,7,5,3,1,5,6,current smoker,social drinker
1261,Master,Technical Degree,Research Scientist,2,2718,3,10,12,7,7,Single,10,8,4,1,10,6,former smoker,never
1262,Bachelor,Medical,Healthcare Representative,4,5811,3,3,15,1,0,Married,3,6,1,1,1,7,current smoker,drink a lot
1263,Bachelor,Technical Degree,Research Scientist,3,2437,3,10,6,1,0,Married,7,7,2,2,7,10,current smoker,never
1264,Bachelor,Medical,Laboratory Technician,2,2766,4,10,7,5,3,Divorced,7,7,2,2,7,10,current smoker,never
1265,Bachelor,Medical,Research Director,1,19038,3,10,34,1,0,Married,7,7,2,2,7,10,former smoker,drink a lot
1266,Bachelor,Technical Degree,Research Scientist,2,3055,3,3,11,9,8,Divorced,3,8,2,0,6,4,current smoker,drink a lot
1267,Master,Life Sciences,Laboratory Technician,1,2289,4,9,5,5,3,Divorced,7,10,3,3,10,10,current smoker,never
1268,Bachelor,Life Sciences,Sales Executive,3,4001,3,1,15,15,14,Divorced,7,6,3,4,1,4,former smoker,drink a lot
1269,Master,Medical,Manufacturing Director,3,12965,4,3,27,3,2,Married,1,3,10,1,3,4,never smoked,social drinker
1270,Bachelor,Life Sciences,Human Resources,4,3539,3,2,10,9,7,Single,5,6,0,4,3,4,tried smoking,social drinker
1271,College,Life Sciences,Sales Executive,4,6029,3,2,6,2,2,Single,10,5,2,3,10,3,tried smoking,social drinker
1272,Below College,Marketing,Sales Representative,2,2679,3,3,1,1,0,Single,10,8,10,3,10,10,never smoked,never
1273,College,Other,Laboratory Technician,3,3702,3,6,5,5,4,Married,10,8,9,5,10,10,never smoked,never
